CHE362,LEC: T 10:30-12:00 REQ;Th 12:00-13:30 REQ;
ME770A,LEC: T 10:30-12:00 REQ;Th 12:00-13:30 REQ;
CS743,LEC: T 10:30-12:00 REQ;Th 12:00-13:30 REQ;
EE670,LEC: T 10:30-12:00 REQ;Th 12:00-13:30 REQ;
ME757,LEC: T 10:30-12:00 REQ;Th 12:00-13:30 REQ;
EE611A,LEC: T 10:30-12:00 REQ;Th 12:00-13:30 REQ;
EE644A,LEC: T 10:30-12:00 REQ;Th 12:00-13:30 REQ;
ME770,LEC: T 10:30-12:00 REQ;Th 12:00-13:30 REQ;
EE611,LEC: T 10:30-12:00 REQ;Th 12:00-13:30 REQ;
EE635A,LEC: T 10:30-12:00 REQ;Th 12:00-13:30 REQ;
CS640,LEC: T 10:30-12:00 REQ;Th 12:00-13:30 REQ;
MSE605A,LEC: T 10:30-12:00 REQ;Th 12:00-13:30 REQ;
CS628,LEC: T 10:30-12:00 REQ;Th 12:00-13:30 REQ;
ME757A,LEC: T 10:30-12:00 REQ;Th 12:00-13:30 REQ;
BSE391,LEC: T 11:00-12:00 BSBH;
BSE223A,LEC: T 11:00-12:00 BSBH;
AE747,LEC: T 12:00-13:30 LH(NWTF);W 12:00-13:30
CS746,LEC: T 12:00-13:30 REQ;W 12:00-13:00 REQ;
MTH693,LEC: T 12:00-13:30 REQ;W 12:00-13:00 REQ;
TA101A,LEC: T 15:00-16:00 L7;Th 14:00-15:00 L7;
AE650,LEC: T 15:30-17:00 LH(NWTF);F 15:30-17:00
ME752,LEC: T 17:00-18:30 REQ;Th 16:00-17:30 REQ;
ME752A,LEC: T 17:30-19:30 REQ;Th 17:00-18:30 REQ;
MSE320,LEC: T 18:00-19:00 REQ;W 12:00-13:00 REQ;Th
AE251A,LEC: TF 12:00-13:00 AE04;
MSE204A,LEC: TF 12:00-13:00 L1;
ME222A,LEC: TF 12:00-13:00 L6;
LIF101A,LEC: TF 14:00-15:00 L7;
EE643,LEC: TF 14:00-15:30 REQ;
EE631,LEC: TF 14:00-15:30 REQ;
CS365A,LEC: TF 14:00-15:30 REQ;
EE631A,LEC: TF 14:00-15:30 REQ;
ME756A,LEC: TF 14:00-15:30 REQ;
MSE638A,LEC: TF 14:00-15:30 REQ;
ME647,LEC: TF 14:00-15:30 REQ;
MSE638,LEC: TF 14:00-15:30 REQ;
ME756,LEC: TF 14:00-15:30 REQ;
EE643A,LEC: TF 14:00-15:30 REQ;
ME647A,LEC: TF 14:00-15:30 REQ;
MBA666,LEC: TF 15:30-17:00 C2;
MBA666A,LEC: TF 15:30-17:00 C2;
IME642A,LEC: TF 15:30-17:00 C3;
IME642,LEC: TF 15:30-17:00 C3;
MSE683,LEC: TF 15:30-17:00 REQ;
CS315A,LEC: TF 15:30-17:00 REQ;
ME627A,LEC: TF 15:30-17:00 REQ;
MSE683A,LEC: TF 15:30-17:00 REQ;
ME649A,LEC: TF 15:30-17:00 REQ;
CHM695,LEC: TF 15:30-17:00 REQ;
ME627,LEC: TF 15:30-17:00 REQ;
CHE602,LEC: TF 15:30-17:00 REQ;
ME649,LEC: TF 15:30-17:00 REQ;
CHM616A,LEC: TF 15:30-17:00 REQ;
CHM695A,LEC: TF 15:30-17:00 REQ;
CHM616,LEC: TF 15:30-17:00 REQ;
EE698V,LEC: TF 15:30-17:00 REQ;
MSE605,LEC: TTh 10:30-12:00 REQ;
AE322A,LEC: TTh 14:00-15:00 AE04;W 11:00-12:00 AE04;
MSE304A,LEC: TTh 14:00-15:00 L1;
CE372A,LEC: TTh 14:00-15:00 L4;
ME351A,LEC: TTh 14:00-15:00 L6;
BSE392,LEC: TTh 15:00-16:00 BSBH;
BSE321A,LEC: TTh 15:00-16:00 BSBH;
CE352A,LEC: TTh 15:00-16:00 L16;
MSE305A,LEC: TTh 15:00-16:00 L1;
AE625,LEC: TTh 17:00-18:30 AE04;
MBA678,LEC: TTh 17:00-18:30 C2;
IME634A,LEC: TTh 17:00-18:30 C3;
IME634,LEC: TTh 17:00-18:30 C3;
PHY680,LEC: TTh 17:00-18:30 REQ;
CHE674,LEC: TTh 17:00-18:30 REQ;
MTH426,LEC: TTh 17:00-18:30 REQ;
CE382A,LEC: TThF 08:00-09:00 L4;
EE633,LEC: TThF 08:00-09:00 REQ;
EE301A,LEC: TThF 08:00-09:00 REQ;
MTH306,LEC: TThF 08:00-09:00 REQ;
MTH306A,LEC: TThF 08:00-09:00 REQ;
EE633A,LEC: TThF 08:00-09:00 REQ;
CHE600,LEC: TThF 08:00-09:00 REQ;
MSE421A,LEC: TThF 08:00-09:00 REQ;
EE600,LEC: TThF 08:00-09:00 REQ;
EE600A,LEC: TThF 08:00-09:00 REQ;
MSE350,LEC: TThF 08:00-09:00 REQ;TUT: M 12:00-13:00
MTH401A,LEC: TThF 08:00-09:00 REQ;TUT: W 10:00-11:00
MTH401,LEC: TThF 08:00-09:00 REQ;TUT: W 10:00-11:00
PHY422A,LEC: TThF 08:00-09:00 REQ;TUT: W 11:00-12:00
PHY422,LEC: TThF 08:00-09:00 REQ;TUT: W 11:00-12:00
EE250A,LEC: TThF 11:00-12:00 L2;TUT: W 11:00-12:00
PHY210A,LEC: TThF 11:00-12:00 WL228;TUT: W 11:00-12:00
PHY226B,LEC: TThF 11:00-12:00 WL228;TUT: W 11:00-12:00
EE381A,LEC: TUT: M 11:00-12:00 L2;T 09:00-10:00 L2;F
EE619A,LEC: TW 12:00-13:00 REQ;
EE360A,LEC: TW 12:00-13:00 REQ;F 16:00-17:00 REQ;
AE676,LEC: TW 12:00-13:30 AE01;
BSE680,LEC: TW 12:00-13:30 BSBH;
MBA628A,LEC: TW 12:00-13:30 C2;
MBA628,LEC: TW 12:00-13:30 C2;
IME611,LEC: TW 12:00-13:30 C3;
IME611A,LEC: TW 12:00-13:30 C3;
EE608A,LEC: TW 12:00-13:30 REQ;
CS698D,LEC: TW 12:00-13:30 REQ;
EE649,LEC: TW 12:00-13:30 REQ;
EE649A,LEC: TW 12:00-13:30 REQ;
CHE662,LEC: TW 12:00-13:30 REQ;
PHY312,LEC: TW 12:00-13:30 REQ;
ME765,LEC: TW 12:00-13:30 REQ;
SE307,LEC: TW 12:00-13:30 REQ;
CHM481A,LEC: TW 12:00-13:30 REQ;
CHM481,LEC: TW 12:00-13:30 REQ;
MSE680,LEC: TW 12:00-13:30 REQ;
ME850A,LEC: TW 12:00-13:30 REQ;
ME850,LEC: TW 12:00-13:30 REQ;
MTH693A,LEC: TW 12:00-13:30 REQ;
EE608,LEC: TW 12:00-13:30 REQ;
MSE680A,LEC: TW 12:00-13:30 REQ;
EE619,LEC: TW 12:00-13:30 REQ;
CHE613,LEC: TW 12:00-13:30 REQ;
PHY312A,LEC: TW 12:00-13:30 REQ;
